287,,Design,,1505300000000,1519300000000,,f,t,,,,1
289,,Comedy,,1505300000000,1519300000000,,f,t,,Koala.jpg,1513999700037_Koala.jpg,2
293,,Cooking/Baking,,1505300000000,1519300000000,,f,t,,,,3
294,,Creative Writing,,1505300000000,1519300000000,,f,t,,,,4
305,,Finance & Accounting,,1506520000000,1519300000000,,f,t,,,,5
306,,Magic/ Magician,,1506520000000,1519300000000,,f,t,,,,6
307,,Maker/Creator,,1506520000000,1519300000000,,f,t,,,,7
308,,Marketing,,1506520000000,1519300000000,,f,t,,,,8
309,,Math,,1506520000000,1519300000000,,f,t,,,,9
310,,Medicine & Healing,,1506520000000,1519300000000,,f,t,,,,10
311,,Music,,1506520000000,1519300000000,,f,t,,,,11
312,,Performing Arts,,1506520000000,1519300000000,,f,t,,,,12
313,,Photography,,1506520000000,1519300000000,,f,t,,,,13
314,,Psychic/Intuitive/Predictive,,1506520000000,1519300000000,,f,t,,,,14
315,,Science,,1506520000000,1519300000000,,f,t,,,,15
316,,Speaker/Orator,,1506520000000,1519300000000,,f,t,,,,16
318,,Theater,,1506520000000,1519300000000,,f,t,,,,17
329,288,Other Business,,1508190000000,1525360000000,,f,t,,,,1
326,,Art,,1508190000000,1519300000000,,f,t,,,,18
327,326,Painting,,1508190000000,1519300000000,,f,t,,,,0
330,,Software Programming,,1508190000000,1519300000000,,f,t,,,,19
331,,Lawyer,,1508190000000,1519300000000,,f,t,,,,20
402,,Other,,1513710000000,1519300000000,,f,t,,,,22
403,,Physical Activity (1),,1513710000000,1519300000000,,f,t,,,,23
404,403,Running/Jumping Ability (1.1),,1513710000000,1519300000000,,f,t,,,,0
405,404,Individual (1.1.1),,1513710000000,1519300000000,,f,t,,,,0
406,405,Athletics (1.1.1.1),,1513710000000,1519300000000,,f,t,,,,0
407,406,Long Jump//Sprint (1.1.1.1.1),,1513710000000,1519300000000,,f,t,,,,0
444,,Teacher,,1519240000000,1519300000000,,f,t,,,,21
302,288,Entrepreneur,,1505300000000,1522350000000,,f,t,,,,0
446,418,Alayt Issak,,1522600000000,1522600000000,,t,t,,,,
288,,Business,,1505300000000,1524210000000,,f,t,,,,0
408,406,Long Distance Running (1.1.1.1.2),,1513710000000,1519300000000,,f,t,,,,1
409,406,High Jump/Gymnastics/Pole Vault (1.1.1.1.3),,1513710000000,1519300000000,,f,t,,,,2
410,406,Other Athletics (1.1.1.1.4),,1513710000000,1519300000000,,f,t,,,,3
411,405,Swimming (1.1.1.2),,1513710000000,1519300000000,,f,t,,,,1
413,404,Team (1.1.2),,1513710000000,1519300000000,,f,t,,,,1
414,413,Team Sports (1.1.2.1),,1513710000000,1519300000000,,f,t,,,,0
415,403,Making Things with Hands (1.2),,1513710000000,1519300000000,,f,t,,,,1
416,415,Decoration (1.2.1),,1513710000000,1519300000000,,f,t,,,,0
417,416,Un-named Talent Sub Branch Category (1.2.1.0),,1513710000000,1519300000000,,f,t,,,,0
418,417,Architecture/Interior Decoration (1.2.1.0.1),,1513710000000,1519300000000,,f,t,,,,0
419,418,Architecture (1.2.1.0.1.1),,1513710000000,1519300000000,,f,t,,,,0
420,418,Interior Decoration (1.2.1.0.1.2),,1513710000000,1519300000000,,f,t,,,,1
421,418,Other Architecture (1.2.1.0.1.3),,1513710000000,1519300000000,,f,t,,,,2
422,415,Machines (1.2.2),,1513710000000,1519300000000,,f,t,,,,1
423,422,Engineering / Machinist (1.2.2.1)),,1513710000000,1519300000000,,f,t,,,,0
424,422,Maker Creator (1.2.2.2),,1513710000000,1519300000000,,f,t,,,,1
425,415,Cooking (1.2.3),,1513710000000,1519300000000,,f,t,,,,2
426,403,Dance (1.3),,1513710000000,1519300000000,,f,t,,,,2
429,403,Rhythmic gymnastics,,1514310000000,1519300000000,,t,f,,,,3
443,,"Writing, nonfiction",,1517510000000,1519300000000,,t,f,,,,24
447,,Foreign Language,,1522610000000,1522610000000,,t,t,,,,
412,405,Individual Sports (1.1.1.3),,1513710000000,1524080000000,,f,t,,,,2
